Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length
2017-10-15,"Supercrack of the Desert",5.10,,https://www.mountainproject.com/route/105717364/supercrack-of-the-desert,3,"Supercrack Buttress > Indian Creek > Moab Area > Utah",3.8,3,,,Trad,,
2017-10-08,"Stand and Deliver",5.10a,,https://www.mountainproject.com/route/105755002/stand-and-deliver,1,"Nautilus > Vedauwoo > Wyoming",2.5,-1,,,Sport,,
2017-10-08,Handjacker,5.7+,,https://www.mountainproject.com/route/105751843/handjacker,1,"Nautilus > Vedauwoo > Wyoming",2.4,3,,,Trad,,
2017-10-08,"Lower Progressive",5.9+,,https://www.mountainproject.com/route/105751375/lower-progressive,1,"Nautilus > Vedauwoo > Wyoming",2.9,3,,,Trad,,
2017-10-08,"Hesitation Blues",5.11-,,https://www.mountainproject.com/route/105752149/hesitation-blues,2,"Nautilus > Vedauwoo > Wyoming",3.5,4,,,Trad,,
2017-10-08,Cupcake,"5.10 V1",,https://www.mountainproject.com/route/105814053/cupcake,1,"Nautilus > Vedauwoo > Wyoming",3.3,-1,,,"Trad, Boulder",,25
2017-10-08,"Friday the 13th, Part 2",5.11a,,https://www.mountainproject.com/route/107189269/friday-the-13th-part-2,1,"Nautilus > Vedauwoo > Wyoming",3.3,4,,,Trad,,120
2017-09-29,"Conquerer Traverse",V6,,https://www.mountainproject.com/route/105759567/conquerer-traverse,1,"King Conquerer > Flagstaff > Boulder > Colorado",2.6,2,,,Boulder,,10
2017-09-28,"Air Patrol",5.10a,,https://www.mountainproject.com/route/108193184/air-patrol,1,"The Sno-Cone Cave > Rifle Mountain Park > Rifle > Colorado",2.4,2,,,Sport,,60
2017-09-28,Brenna,5.10d,,https://www.mountainproject.com/route/106002745/brenna,1,"The Sno-Cone Cave > Rifle Mountain Park > Rifle > Colorado",2.5,2,,,Sport,,50
2017-09-25,"80 Feet of Meat",5.11b,,https://www.mountainproject.com/route/105753391/80-feet-of-meat,1,"Meat Wall > Rifle Mountain Park > Rifle > Colorado",3.2,3,,,Sport,,
2017-09-25,Carlin,5.10a,,https://www.mountainproject.com/route/106231707/carlin,1,"The Funny Face > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado",2.8,3,,,Sport,,80
2017-09-25,"Street Knowledge",5.12b,,https://www.mountainproject.com/route/105753595/street-knowledge,1,"Ruckman Cave > Rifle Mountain Park > Rifle > Colorado",2.8,3,,,Sport,,
2017-09-25,"Hand Me the Canteen, Boy",5.12d,,https://www.mountainproject.com/route/105754114/hand-me-the-canteen-boy,1,"The Sapper Cave > Rifle Mountain Park > Rifle > Colorado",3.9,4,,,Sport,,
2017-09-18,"Pulley Mammoth",5.11+,,https://www.mountainproject.com/route/105827570/pulley-mammoth,1,"The Gym > Shelf Road > Canon City > Colorado",3.4,3,,,Sport,,70
2017-09-18,"Illegal Smile",5.11b,,https://www.mountainproject.com/route/105929386/illegal-smile,1,"Cactus Cliff > Shelf Road > Canon City > Colorado",3.5,3,,,Sport,,80
2017-09-18,"Hot Beach",5.12a,,https://www.mountainproject.com/route/105761523/hot-beach,1,"Cactus Cliff > Shelf Road > Canon City > Colorado",3.5,4,Lead,Onsight,Sport,,80
2017-09-13,"Friday the 13th",5.10a/b,,https://www.mountainproject.com/route/105751792/friday-the-13th,2,"Nautilus > Vedauwoo > Wyoming",3.6,4,,,Trad,,
2017-09-07,"Outer Space","5.10b/c R",,https://www.mountainproject.com/route/105748612/outer-space,2,"The Bastille - N Face > The Bastille > Eldorado Canyon SP > Boulder > Colorado",3.9,4,,,Trad,,
2017-09-04,"Tijuana Crack Whore",5.10d,,https://www.mountainproject.com/route/106002096/tijuana-crack-whore,1,"The Sapper Cave > Rifle Mountain Park > Rifle > Colorado",1.9,2,,,Sport,,
2017-09-04,Ricochet,5.12a,,https://www.mountainproject.com/route/105753373/ricochet,1,"The Winchester Cave > Rifle Mountain Park > Rifle > Colorado",3.8,4,,,Sport,,85
2017-09-04,"Winter's End",5.11b,,https://www.mountainproject.com/route/108159481/winters-end,1,"The Sno-Cone Cave > Rifle Mountain Park > Rifle > Colorado",2.3,3,,,Sport,,50
2017-09-04,"Wedding Streak",5.11a/b,,https://www.mountainproject.com/route/107856016/wedding-streak,1,"The Sno-Cone Cave > Rifle Mountain Park > Rifle > Colorado",2.2,3,,,Sport,,35
2017-09-04,"Clockwork Orange",5.10b,,https://www.mountainproject.com/route/107235945/clockwork-orange,1,"Kubrick's > Rifle Mountain Park > Rifle > Colorado",1.6,1,,,Sport,,60
2017-09-04,"Dr. Strangelove",5.9,,https://www.mountainproject.com/route/107235965/dr-strangelove,1,"Kubrick's > Rifle Mountain Park > Rifle > Colorado",3.0,3,,,Sport,,70
2017-09-04,"Deutsches Blut",5.11a/b,,https://www.mountainproject.com/route/108290565/deutsches-blut,1,"Upper Ice Caves (Feline area) > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado",2.2,3,,,Sport,,60
2017-09-04,"Rachel's Route",5.7,,https://www.mountainproject.com/route/107784443/rachels-route,1,"Upper Ice Caves (Feline area) > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado",2.4,3,,,Sport,,60
2017-08-27,Ripcord,5.12a,,https://www.mountainproject.com/route/105761298/ripcord,1,"Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",2.7,3,,,Sport,,40
2017-08-27,"Strange Science",5.11c,,https://www.mountainproject.com/route/105754129/strange-science,1,"Middle Wall > Second Tier > Avalon > Boulder Canyon > Boulder > Colorado",3.4,4,,,"Sport, TR",,50
2017-08-27,"Unfamiliar Strangers",5.9+,,https://www.mountainproject.com/route/105762684/unfamiliar-strangers,1,"Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",2.1,2,,,Sport,,85
2017-08-27,Animation,5.8,,https://www.mountainproject.com/route/105749785/animation,1,"Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",3.1,4,,,Sport,,100
2017-08-25,"Rode Hard and Put Up Wet",5.12c,,https://www.mountainproject.com/route/106226876/rode-hard-and-put-up-wet,1,"Rode Hard Wall > The Main Wall > Wild Iris > Lander Area > Wyoming",3.4,4,,,Sport,,60
2017-08-25,"The Guns I'll Never Own",5.11+,,https://www.mountainproject.com/route/105841230/the-guns-ill-never-own,1,"Zorro Area > Wild Iris > Lander Area > Wyoming",2.8,3,,,Sport,,35
2017-08-25,Gaucho,5.10d,,https://www.mountainproject.com/route/105841216/gaucho,1,"Zorro Area > Wild Iris > Lander Area > Wyoming",3.5,3,,,Sport,,70
2017-08-25,Zorro,5.11c,,https://www.mountainproject.com/route/105841220/zorro,1,"Zorro Area > Wild Iris > Lander Area > Wyoming",3.8,4,,,Sport,,75
2017-08-25,"Tribal War",5.11b,,https://www.mountainproject.com/route/105841251/tribal-war,1,"Left Side (Tribal War, Poker-Face Alice, and Lone Pilgrim Walls) > OK Corral > Wild Iris > Lander Area > Wyoming",3.8,4,,,Sport,,70
2017-08-25,"Claim Jumper",5.10c,,https://www.mountainproject.com/route/105841382/claim-jumper,1,"Central (Blooming Rose, Claim Jumper, and Winchester Walls) > OK Corral > Wild Iris > Lander Area > Wyoming",3.3,3,,,Sport,,60
2017-08-25,"Velvet Elvis",5.11a,,https://www.mountainproject.com/route/105751474/velvet-elvis,2,"East Ironing Board > North > Flatirons > Boulder > Colorado",3.7,4,,,Sport,,
2017-08-17,"East Face (Standard)",5.4,,https://www.mountainproject.com/route/105748047/east-face-standard,8,"Third Flatiron > North > Flatirons > Boulder > Colorado",3.6,4,,,Trad,,
2017-08-15,"Urban Cowboy",5.10c,,https://www.mountainproject.com/route/105841247/urban-cowboy,1,"Left Side (Tribal War, Poker-Face Alice, and Lone Pilgrim Walls) > OK Corral > Wild Iris > Lander Area > Wyoming",2.6,-1,,,Sport,,50
2017-08-12,"Touch 'N' Go",5.9-,,https://www.mountainproject.com/route/105749032/touch-n-go,1,"Redgarden - Tower Two > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",3.3,4,,,Trad,,130
2017-08-12,"Cave Pitch",5.8,,https://www.mountainproject.com/route/105759576/cave-pitch,1,"Redgarden - Tower Two > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",1.5,2,,,Trad,,120
2017-08-12,"The Naked Edge",5.11b,"With Azhar",https://www.mountainproject.com/route/105748786/the-naked-edge,6,"Redgarden - Tower Two > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",3.9,4,Lead,,Trad,,460
2017-08-05,"Just Another Boy's Climb",5.12a,,https://www.mountainproject.com/route/105761499/just-another-boys-climb,1,"The Slab > South > Flatirons > Boulder > Colorado",3.6,4,Lead,Onsight,Trad,,100
2017-07-30,Vai,5.11b/c,,https://www.mountainproject.com/route/106194399/vai,1,"G3 > Rifle Mountain Park > Rifle > Colorado",2.4,2,,,Sport,,80
2017-07-30,"Guitar Hero",5.10c,,https://www.mountainproject.com/route/109095160/guitar-hero,1,"G3 > Rifle Mountain Park > Rifle > Colorado",3.0,3,,,Sport,,
2017-07-23,"Crystal Staircase",5.9,,https://www.mountainproject.com/route/106524927/crystal-staircase,1,"Wizard's Gate > The Crags > CO Hwy 7 & Tributaries > Estes Park Valley > Colorado",2.5,2,,,Sport,,50
2017-07-23,"The Gatekeeper",5.12a,,https://www.mountainproject.com/route/106536816/the-gatekeeper,1,"Wizard's Gate > The Crags > CO Hwy 7 & Tributaries > Estes Park Valley > Colorado",2.9,3,Lead,Flash,Sport,,90
2017-07-23,G3,5.11a,,https://www.mountainproject.com/route/107235482/g3,1,"Wizard's Gate > The Crags > CO Hwy 7 & Tributaries > Estes Park Valley > Colorado",2.9,2,,,Sport,,95
2017-07-23,"The Guillotine",5.11,,https://www.mountainproject.com/route/106524951/the-guillotine,1,"Wizard's Gate > The Crags > CO Hwy 7 & Tributaries > Estes Park Valley > Colorado",2.6,3,,,Sport,,50
2017-07-23,"Italian Arete","5.9 R",,https://www.mountainproject.com/route/105753619/italian-arete,2,"Redgarden - Tower One > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",2.9,1,,,Trad,,
2017-07-23,"Super Slab",5.10+,,https://www.mountainproject.com/route/105749728/super-slab,4,"Redgarden - Tower One > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",3.8,4,,,Trad,,
2017-07-22,"Prime the Pump (Pitch 1)",5.11c,,https://www.mountainproject.com/route/113800667/prime-the-pump-pitch-1,1,"The Slab > South > Flatirons > Boulder > Colorado",2.8,3,,,Sport,,60
2017-07-19,"Tabula Rasa",5.10d,,https://www.mountainproject.com/route/105756052/tabula-rasa,1,"The Vestibule > The Monastery > Big Thompson Canyon > Estes Park Valley > Colorado",3.6,4,,,Sport,,
2017-07-16,"The Enlightened Path",5.11c,,https://www.mountainproject.com/route/106878183/the-enlightened-path,1,"The Sanctuary > Rifle Mountain Park > Rifle > Colorado",2.7,3,,,Sport,,80
2017-07-16,"Pretty Hate Machine",5.12c,,https://www.mountainproject.com/route/105754489/pretty-hate-machine,1,"The Arsenal > Rifle Mountain Park > Rifle > Colorado",3.4,4,,,Sport,,
2017-07-16,"Bottom Feeder",5.11b,,https://www.mountainproject.com/route/105762201/bottom-feeder,1,"Project Wall > Rifle Mountain Park > Rifle > Colorado",2.3,3,,,Sport,,70
2017-07-16,"Defenseless Betty",5.12a,,https://www.mountainproject.com/route/105753295/defenseless-betty,1,"Project Wall > Rifle Mountain Park > Rifle > Colorado",3.5,4,Lead,Flash,Sport,,
2017-07-16,"Rumor Has It",5.11b,,https://www.mountainproject.com/route/105985455/rumor-has-it,1,"The Sapper Cave > Rifle Mountain Park > Rifle > Colorado",3.6,4,,,Sport,,100
2017-07-12,"College Drop Out aka East Face North Side",5.6,,https://www.mountainproject.com/route/105748050/college-drop-out-aka-east-face-north-side,6,"Third Flatiron > North > Flatirons > Boulder > Colorado",3.1,3,,,Trad,,
2017-07-02,"Dirty Looks",5.10c/d,,https://www.mountainproject.com/route/112270844/dirty-looks,1,"Upper Ice Caves (Feline area) > Ice Cave Walls > Rifle Mountain Park > Rifle > Colorado",2.0,-1,,,Sport,,80
2017-07-02,"Z Man",5.10b,,https://www.mountainproject.com/route/107231744/z-man,1,"The Nappy Dugout > Rifle Mountain Park > Rifle > Colorado",1.9,2,,,Sport,,60
2017-07-02,Malmsteen,5.10d,,https://www.mountainproject.com/route/106184000/malmsteen,1,"G3 > Rifle Mountain Park > Rifle > Colorado",3.0,4,,,Sport,,90
2017-07-02,"Fist Full of Dollars",5.11c,,https://www.mountainproject.com/route/105753838/fist-full-of-dollars,1,"Project Wall > Rifle Mountain Park > Rifle > Colorado",2.9,3,,,Sport,,
2017-06-29,Blockhead,5.12b,,https://www.mountainproject.com/route/106253127/blockhead,1,"Lower Animal World > Animal World > Boulder Canyon > Boulder > Colorado",2.3,3,,,Sport,,85
2017-06-29,"Animal Magnetism",5.11c,,https://www.mountainproject.com/route/105753505/animal-magnetism,1,"Upper Animal World > Animal World > Boulder Canyon > Boulder > Colorado",3.7,3,,,Sport,,110
2017-06-28,"The Hot Zone",5.9-,,https://www.mountainproject.com/route/105756643/the-hot-zone,1,"The Catacomb > The Monastery > Big Thompson Canyon > Estes Park Valley > Colorado",3.4,3,,,Sport,,
2017-06-24,Outlander,5.10c,,https://www.mountainproject.com/route/105750445/outlander,1,"The Pages Wall Area > The Book > Lumpy Ridge > Estes Park Valley > Colorado",3.3,4,,,Trad,,
2017-06-24,"Cheap Date",5.10b,,https://www.mountainproject.com/route/105748960/cheap-date,1,"The Pages Wall Area > The Book > Lumpy Ridge > Estes Park Valley > Colorado",3.8,4,,,Trad,,
2017-06-24,J-Crack,5.9+,,https://www.mountainproject.com/route/105748957/j-crack,4,"J-Crack Slab Area > The Book > Lumpy Ridge > Estes Park Valley > Colorado",3.6,4,,,Trad,,
2017-06-21,"The Cave Exit",5.7+,,https://www.mountainproject.com/route/105749344/the-cave-exit,1,"J-Crack Slab Area > The Book > Lumpy Ridge > Estes Park Valley > Colorado",2.5,2,,,Trad,,
2017-06-18,"Empire of the Fenceless",5.12a,,https://www.mountainproject.com/route/105756790/empire-of-the-fenceless,1,"Easter Rock > Boulder Canyon > Boulder > Colorado",3.5,3,Lead,Onsight,Sport,,
2017-06-18,"Pear Buttress",5.8,"With dad",https://www.mountainproject.com/route/105748963/pear-buttress,5,"J-Crack Slab Area > The Book > Lumpy Ridge > Estes Park Valley > Colorado",3.6,4,,,Trad,,
2017-06-10,Shalohsh,5.12-,,https://www.mountainproject.com/route/106447491/shalohsh,1,"The Slab > South > Flatirons > Boulder > Colorado",2.7,3,Lead,Onsight,Sport,,75
2017-06-10,Undertow,5.12b,,https://www.mountainproject.com/route/105752323/undertow,1,"The Slab > South > Flatirons > Boulder > Colorado",3.7,4,,,Sport,,80
2017-06-04,"Outer Face","5.10 R",,https://www.mountainproject.com/route/105760188/outer-face,1,"The Bastille - N Face > The Bastille > Eldorado Canyon SP > Boulder > Colorado",2.5,3,,,Trad,,70
2017-06-04,"Northwest Corner",5.11-,,https://www.mountainproject.com/route/105753265/northwest-corner,1,"The Bastille - N Face > The Bastille > Eldorado Canyon SP > Boulder > Colorado",3.1,3,,,Trad,,
2017-06-04,"Grand Giraffe Slot Variation","5.9+ PG13",,https://www.mountainproject.com/route/111831187/grand-giraffe-slot-variation,1,"Redgarden - Tower One > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",2.5,3,,,Trad,,100
2017-06-04,"Alice in Bucketland","5.8+ R",,https://www.mountainproject.com/route/105762483/alice-in-bucketland,2,"Redgarden - Tower One > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",3.6,4,,,Trad,,
2017-06-04,"Grand Giraffe",5.10a,,https://www.mountainproject.com/route/105751315/grand-giraffe,4,"Redgarden - Tower One > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",3.4,4,,,Trad,,
2017-06-04,"Long John Wall",5.8,,https://www.mountainproject.com/route/105748924/long-john-wall,4,"West Ridge - part B - Long John to Verschneidung > The West Ridge > Eldorado Canyon SP > Boulder > Colorado",3.4,3,,,Trad,,
2017-06-03,Hippopotamus,5.10d,,https://www.mountainproject.com/route/107204916/hippopotamus,1,"The Slab > South > Flatirons > Boulder > Colorado",1.9,2,,,Sport,,60
2017-06-02,"Blind Faith",5.10a,,https://www.mountainproject.com/route/105748639/blind-faith,2,"The Bastille - W Face > The Bastille > Eldorado Canyon SP > Boulder > Colorado",3.5,3,,,Trad,,200
2017-05-23,"New Road",5.11a/b,,https://www.mountainproject.com/route/106226364/new-road,1,"Easter Rock > Boulder Canyon > Boulder > Colorado",2.9,3,,,Sport,,100
2017-05-21,Kigijiushi,5.10c,,https://www.mountainproject.com/route/106006012/kigijiushi,1,"The Main Event > Chek > Sea to Sky Corridor > British Columbia > Canada > North America > International",3.1,3,,,Sport,,82
2017-05-21,"The Mutation",5.11c,,https://www.mountainproject.com/route/107199641/the-mutation,1,"Toxic Lichen > Chek > Sea to Sky Corridor > British Columbia > Canada > North America > International",3.7,4,Lead,Onsight,Sport,,45
2017-05-21,"Heavy Petting Action",5.10b,,https://www.mountainproject.com/route/107758342/heavy-petting-action,1,"Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",2.4,3,,,Sport,,90
2017-05-21,Exasperator,5.10c,,https://www.mountainproject.com/route/105806955/exasperator,1,"Grand Wall Base Area > The Chief > Squamish > British Columbia > Canada > North America > International",4.0,4,,,Trad,,150
2017-05-21,"Apron Strings",5.10b,,https://www.mountainproject.com/route/105886110/apron-strings,2,"Grand Wall Base Area > The Chief > Squamish > British Columbia > Canada > North America > International",3.5,4,,,Trad,,300
2017-05-21,"The Grand Wall","5.11a A0",,https://www.mountainproject.com/route/105806397/the-grand-wall,8,"Grand Wall Area > The Chief > Squamish > British Columbia > Canada > North America > International",3.9,4,,,"Trad, Aid",,1000
2017-05-21,Geneside,5.10b,,https://www.mountainproject.com/route/106999958/geneside,1,"Genesis > Murrin Park > Squamish > British Columbia > Canada > North America > International",3.1,4,,,Trad,,80
2017-05-21,"Horrors of Ivan",5.11c,,https://www.mountainproject.com/route/108189604/horrors-of-ivan,1,"The Milkman's Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",3.4,4,,,Trad,"5.11b/c PG13",70
2017-05-21,"The World's Toughest Milkman",5.8+,,https://www.mountainproject.com/route/105910830/the-worlds-toughest-milkman,1,"The Milkman's Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",3.1,4,,,Trad,,50
2017-05-21,"Short Sentry",5.10a,,https://www.mountainproject.com/route/106072240/short-sentry,1,"Nightmare Rock > Murrin Park > Squamish > British Columbia > Canada > North America > International",2.8,3,,,Trad,,50
2017-05-21,"Sentry Box",5.12a,,https://www.mountainproject.com/route/106069940/sentry-box,1,"Nightmare Rock > Murrin Park > Squamish > British Columbia > Canada > North America > International",3.9,4,,,Trad,,110
2017-05-21,"Calculus Direct",5.9,,https://www.mountainproject.com/route/109399403/calculus-direct,2,"The Apron > The Chief > Squamish > British Columbia > Canada > North America > International",2.6,3,,,Trad,,250
2017-05-21,"St. Vitus' Dance",5.9,,https://www.mountainproject.com/route/105843781/st-vitus-dance,5,"The Apron > The Chief > Squamish > British Columbia > Canada > North America > International",3.3,4,,,Trad,,600
2017-05-18,"Asleep At The Wheel",5.8-,,https://www.mountainproject.com/route/107640767/asleep-at-the-wheel,1,"Split Beaver > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",2.8,3,,,Trad,5.8-,110
2017-05-18,"Salal Jam",5.7,,https://www.mountainproject.com/route/107640780/salal-jam,1,"Split Beaver > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",2.5,3,,,Trad,5.7,35
2017-05-18,"Unearthly Delights",5.9,,https://www.mountainproject.com/route/106842554/unearthly-delights,1,"Octopus Garden > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",2.8,3,,,Trad,5.9,75
2017-05-18,"Octopus Garden in the Shade",5.8,,https://www.mountainproject.com/route/105963366/octopus-garden-in-the-shade,1,"Octopus Garden > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",3.2,3,,,"Trad, TR",5.8,60
2017-05-18,"First Class",5.8,,https://www.mountainproject.com/route/106508167/first-class,1,"Funarama > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",3.4,3,,,Trad,5.8,70
2017-05-18,"Werewolves of London",5.11a,,https://www.mountainproject.com/route/108267245/werewolves-of-london,1,"Penny Lane > The Smoke Bluffs > Squamish > British Columbia > Canada > North America > International",3.4,4,,,Trad,5.11a,90
2017-05-17,Superfly,V4,,https://www.mountainproject.com/route/106034519/superfly,1,"(k) Superfly > Grand Wall Boulders > The Chief > Squamish > British Columbia > Canada > North America > International",3.6,3,,,Boulder,,
2017-05-09,"An Act of Strange Boar",5.10d,,https://www.mountainproject.com/route/107527007/an-act-of-strange-boar,1,"Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",3.8,4,,,Trad,,100
2017-05-09,"Law and Order",5.10a,,https://www.mountainproject.com/route/107571773/law-and-order,1,"Lookout Point > Lookout Point Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",3.5,4,,,Trad,,120
2017-05-09,"Model Worker",5.11c,,https://www.mountainproject.com/route/105814991/model-worker,1,"Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",3.5,4,,,Trad,,120
2017-05-09,"Japanese Gardens",5.11+,,https://www.mountainproject.com/route/105791008/japanese-gardens,1,"Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",3.7,4,,,Trad,,200
2017-05-04,"Heaven's Gate",5.11a,,https://www.mountainproject.com/route/105816053/heavens-gate,4,"Dana's Arch Area > Upper Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",3.6,4,,,"Trad, Sport",,
2017-04-30,"The Fridge Center",V4,,https://www.mountainproject.com/route/106182185/the-fridge-center,1,"The Fridge > ** Bouldering in Icicle Creek > Icicle Creek > Central-East Cascades, Wenatchee, & Leavenworth > Washington",3.6,4,,,Boulder,,
2017-04-30,"Pretty Girl",V3+,,https://www.mountainproject.com/route/108825751/pretty-girl,1,"Pretty Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Central-East Cascades, Wenatchee, & Leavenworth > Washington",3.3,4,,,Boulder,,
2017-04-30,"Pretty Hate Machine",V8,,https://www.mountainproject.com/route/108825735/pretty-hate-machine,1,"Pretty Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Central-East Cascades, Wenatchee, & Leavenworth > Washington",3.8,-1,,,Boulder,,
2017-04-30,"The Hourglass",V6,,https://www.mountainproject.com/route/106582081/the-hourglass,1,"The Sword/Underwear Rock > ** Bouldering in Icicle Creek > Icicle Creek > Central-East Cascades, Wenatchee, & Leavenworth > Washington",3.3,4,,,Boulder,,15
2017-04-30,"The Coffee Cup",V9,,https://www.mountainproject.com/route/107275448/the-coffee-cup,1,"Forestland Boulders > ** Bouldering in Icicle Creek > Icicle Creek > Central-East Cascades, Wenatchee, & Leavenworth > Washington",3.7,4,,,Boulder,,10
2017-04-30,"Edge of Space",5.11b,,https://www.mountainproject.com/route/107205609/edge-of-space,7,"Snow Creek Wall > Snow Creek Area > Icicle Creek > Central-East Cascades, Wenatchee, & Leavenworth > Washington",3.7,4,,,"Trad, Sport",,
2017-04-11,Wham,5.11c,,https://www.mountainproject.com/route/106185268/wham,1,"The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",3.6,4,,,Sport,,
2017-03-27,"Crossing the Delaware With Your Pants Down",5.11b/c,,https://www.mountainproject.com/route/108361351/crossing-the-delaware-with-your-pants-down,1,"King Pins > Sunshine Wall > Vantage (Frenchman Coulee) > Central Region > Washington",3.5,4,,,Trad,,160
2017-03-27,"George and Martha",5.10a,,https://www.mountainproject.com/route/105793801/george-and-martha,1,"King Pins > Sunshine Wall > Vantage (Frenchman Coulee) > Central Region > Washington",3.2,4,,,Trad,,
2017-03-27,"Stemmin' Ms",5.12a,,https://www.mountainproject.com/route/106260021/stemmin-ms,1,"M & M Wall > Vantage (Frenchman Coulee) > Central Region > Washington",3.5,3,,,Sport,,60
2017-03-27,"Hang Overhang",5.11c,,https://www.mountainproject.com/route/106260003/hang-overhang,1,"M & M Wall > Vantage (Frenchman Coulee) > Central Region > Washington",3.6,4,,,Sport,,60
2017-03-22,"Air Guitar",5.10a,,https://www.mountainproject.com/route/105802381/air-guitar,1,"King Pins > Sunshine Wall > Vantage (Frenchman Coulee) > Central Region > Washington",3.3,3,,,Trad,,
2017-03-22,"Stems and Seeds",5.11a,,https://www.mountainproject.com/route/105801925/stems-and-seeds,1,"King Pins > Sunshine Wall > Vantage (Frenchman Coulee) > Central Region > Washington",3.7,2,,,Trad,5.10c,80
2017-03-19,"Sonic Youth",5.11d,,https://www.mountainproject.com/route/105884624/sonic-youth,1,"Sonic Youth Cliff > 05-Sandstone Quarry > Red Rock > Southern Nevada > Nevada",3.7,4,,,Sport,5.11b/c,60
2017-03-18,Bloodline,5.10d,,https://www.mountainproject.com/route/110259854/bloodline,4,"Mescalito > 10-Pine Creek Canyon > Red Rock > Southern Nevada > Nevada",3.1,3,,,Trad,"5.10c/d PG13",480
2017-03-18,"Slot Machine",5.10,"Really really good",https://www.mountainproject.com/route/105732722/slot-machine,1,"Mescalito > 10-Pine Creek Canyon > Red Rock > Southern Nevada > Nevada",3.1,4,,,Trad,,
2017-03-18,"Triassic Sands",5.10,,https://www.mountainproject.com/route/105732392/triassic-sands,6,"Whiskey Peak > 16-Black Velvet Canyon > Red Rock > Southern Nevada > Nevada",3.8,4,,,Trad,,700
2017-03-18,Epinephrine,5.9,"Team of 3 with David and Alia. 9 hrs bottom to top",https://www.mountainproject.com/route/105732422/epinephrine,13,"Black Velvet Wall > 16-Black Velvet Canyon > Red Rock > Southern Nevada > Nevada",3.9,4,,,Trad,,1600
2017-03-18,"Dark Shadows",5.8,"With Ethan Russell",https://www.mountainproject.com/route/105732380/dark-shadows,4,"Mescalito > 10-Pine Creek Canyon > Red Rock > Southern Nevada > Nevada",3.6,4,,,Trad,,350
2017-03-18,Birdland,5.7+,"With Ethan Russel",https://www.mountainproject.com/route/105733115/birdland,6,"Brass Wall > 10-Pine Creek Canyon > Red Rock > Southern Nevada > Nevada",3.4,4,,,Trad,,600
2017-01-27,"NE Buttress of Chair Peak","AI2-3 Mod. Snow","Winter Ascent---basically climbing on the rain slab the whole way. No rock gear used",https://www.mountainproject.com/route/107989626/ne-buttress-of-chair-peak,4,"Chair Peak > Snoqualmie Pass Area > Central-West Cascades & Seattle > Washington",2.9,3,,,"Ice, Snow",,600
2017-01-02,"Pedestal Traverse",V2,,https://www.mountainproject.com/route/105750988/pedestal-traverse,1,"Golf Club Boulder > Flagstaff > Boulder > Colorado",2.2,3,,,Boulder,,
2017-01-02,"Center Left",V4,,https://www.mountainproject.com/route/105749263/center-left,1,"Red Wall > Flagstaff > Boulder > Colorado",3.3,4,,,Boulder,,
2017-01-02,"Eric Varney Direct",V5,,https://www.mountainproject.com/route/105749266/eric-varney-direct,1,"Red Wall > Flagstaff > Boulder > Colorado",3.4,3,,,Boulder,,
2016-12-30,"Darkness 'til Dawn",5.10a,,https://www.mountainproject.com/route/105750565/darkness-til-dawn,1,"Redgarden - Lumpe to the top > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",3.6,4,,,Trad,,140
2016-12-30,"The Yellow Spur",5.9+,,https://www.mountainproject.com/route/105748657/the-yellow-spur,6,"Redgarden - Tower One > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",3.8,4,,,Trad,,
